id,text,anger,fear,joy,sadness,surprise
eng_train_track_b_01288,i used to work for a uk energy company and through asking the right people the right questions i learned about the distribution gap,0,0,1,0,0
eng_train_track_b_01289,during the long and high vocals at the end hair stood up on the back of my neck,0,1,0,0,1
eng_train_track_b_01290,i think my eyes shut immediately after my head hit that pillow,0,0,1,0,0
eng_train_track_b_01291,my pencil is in my hand,0,0,0,0,0
eng_train_track_b_01292,then while it was still on my heart i opened it into a v with my index and middle finger,0,0,1,0,0
eng_train_track_b_01293,where my feet couldn t get warm enough while i slept and i had to wear booties while sleeping,0,1,0,0,0
eng_train_track_b_01294,it buoyed up my heart,0,0,2,0,0
eng_train_track_b_01295,a former boxing coach for the soviet union,0,0,0,0,1
eng_train_track_b_01296,my heart sinks,0,1,0,2,0
eng_train_track_b_01297,liutenant we see the black patch,0,1,0,0,1
eng_train_track_b_01298,my hands were full,0,0,0,0,0
eng_train_track_b_01299,i stirred the surface of the water with my hand my face wiped away only to reform when the mirror settled down again,0,1,0,0,1
eng_train_track_b_01300,i throw my hands up in the air sometimes sayin ay oh got ta let go i wan na celebrate and live my life sayin ay oh baby let s go cause we gon rock this club we gon go all night we gon light it up like it s dynamite cause i told you once now i told you twice we gon light it up like it s dynamite god i wish i could,0,0,2,0,0
eng_train_track_b_01301,i explain the promotion to them and he is quick to decide he wants three,0,0,1,0,1
eng_train_track_b_01302,i fell to my knees my body shaking with the sorrow i held in me since i woke up,0,0,0,3,0
eng_train_track_b_01303,for many months i learned to shower keeping my elbows close to prevent water from hosing off the ends and totally drenching the place,0,1,0,0,0
eng_train_track_b_01304,lt crazy nutter gt,0,1,0,0,1
eng_train_track_b_01305,maybe i should try to get my hands on some,0,0,0,0,0
eng_train_track_b_01306,warmth acrossed my cheek from golden rays,0,0,1,0,0
eng_train_track_b_01307,as i walked in the door she came around the corner squealing with delight and ran into my arms,0,0,3,0,1
eng_train_track_b_01308,i go in and sit down at my usual seat,0,0,0,0,0
eng_train_track_b_01309,well then by all means curl my toes,0,0,0,0,0
eng_train_track_b_01310,ah to close my eyes and let time fly by because there s so much to gain by forgetting these dreams driving me insane,0,1,0,1,0
eng_train_track_b_01311,it started out like a small ache but as the day progressed it turned into this sharp jabbing pain in my ear,0,2,0,0,0
eng_train_track_b_01312,i most certainly had change,0,0,0,0,0
eng_train_track_b_01313,i think just a week or so until i have my nala kitty back in my arms,0,0,2,0,0
eng_train_track_b_01314,quite the opposite total sloth stoner drunk,0,0,0,0,1
eng_train_track_b_01315,we haven t talked about it since,0,0,0,1,0
eng_train_track_b_01316,my arms reached forward and i grabbed on to his leg,0,0,0,0,0
eng_train_track_b_01317,i kind of bawled my eyes out at the end i warn you it is highly depressing,0,0,0,2,0
eng_train_track_b_01318,now we just gotta get it home,0,0,1,0,0
eng_train_track_b_01319,d but i took the ones written on my hands one,0,0,2,0,0
eng_train_track_b_01320,i went walking the other day and froze my lungs out,0,1,0,0,0
eng_train_track_b_01321,thankfully it was witnessed by the counselor in full detail,0,1,1,0,0
eng_train_track_b_01322,the other was terrible horrible no good very bad,2,0,0,3,0
eng_train_track_b_01323,with an infant stroller and backup i had my hands full and i needed time to do things,0,1,0,0,0
eng_train_track_b_01324,i get close enough to see the empty bottle and it starts moving a little,0,2,0,0,2
eng_train_track_b_01325,what was the aftermath,0,1,0,0,1
eng_train_track_b_01326,at this point i am starting to have an anxiety attack but i keep listening,0,3,0,0,0
eng_train_track_b_01327,today i ventured to swim class where reese spent the entire 10 to maybe 12 minutes we were in the pool softly crying almost whimpering and licking my shoulder,0,1,0,1,0
eng_train_track_b_01328,it used its claws to tear my living room couch to shreds,2,2,0,1,2
eng_train_track_b_01329,so i tried to make things as simple as possible even though it was a pretty fancy wedding my mom s standards,0,0,1,0,0
eng_train_track_b_01330,the tooth fairy paid for my teeth in quarters equivalent to my age in years,0,0,1,0,0
eng_train_track_b_01331,i oblige and he says something about how i have fluid in my lungs and i need to cough it all out,0,1,0,0,0
eng_train_track_b_01332,my nose is so stuffed up right now,0,1,0,1,0
eng_train_track_b_01333,sometimes i have difficulty feeling my feet i much prefer the clouds,0,1,0,0,0
eng_train_track_b_01334,by that point i felt like someone was stabbing my head with a sharp object,0,3,0,0,0
eng_train_track_b_01335,i can only knit for so long till my hands start to hurt and i haven t been in a video gaming mood lately so i needed something,0,0,0,0,0
eng_train_track_b_01336,i felt like i had been paddling for all i was worth for the last year and could not seem to get my head above water,0,2,0,2,0
eng_train_track_b_01337,my car door was still open so running into the street after it like a moron i tried getting into the car and winded up missing and getting stuck half in the car and half out getting drug across the street and finally ending up in someones yard when the car came to a stop after rolling over my foot with the tire,1,3,0,1,2
eng_train_track_b_01338,i snapped my phone shut clenching my fist around it tightly,2,0,0,0,0
eng_train_track_b_01339,no noise at all no lights it wasn t pitch black either,0,2,0,0,1
eng_train_track_b_01340,at least not right away,0,0,0,0,1
eng_train_track_b_01341,guys are trying to get in your pants,1,1,0,0,0
eng_train_track_b_01342,i stopped laughing clearing my throat and looking down again,0,0,0,0,0
eng_train_track_b_01343,i witnessed as the age old rock tradition of holding up lighters spread across the 28 000 person deep crowd lighting up the entire audience the hair on my arms started to raise until i noticed that,0,1,1,0,0
eng_train_track_b_01344,the promptly beat me in my defense i was only armed with the evil camera my mouth and some water balloons,0,1,0,0,0
eng_train_track_b_01345,stretching until my toes were caught by the sheets and my fingertips brushed the headboard i opened my eyes,0,0,1,0,0
eng_train_track_b_01346,it hadn t been plugged in and cell phones keep time automatically,0,0,0,0,1
eng_train_track_b_01347,light and noise they make my brain pound against my skull,0,2,0,0,0
eng_train_track_b_01348,it started storming outside light at first but it got heavy quick,0,1,0,0,1
eng_train_track_b_01349,freaked all 3 of us out,0,3,0,0,2
eng_train_track_b_01350,just the thought is bring tears to my eyes again,0,0,0,2,0
eng_train_track_b_01351,i always had my nose in a book when i was younger and when i moved up here i lost interest,0,0,0,1,0
eng_train_track_b_01352,she just saw red,3,0,0,0,0
eng_train_track_b_01353,at this point everything goes quiet,0,1,0,0,1
eng_train_track_b_01354,you ve clearly been to hell and back,0,1,0,2,0
eng_train_track_b_01355,i said sure thing,0,0,1,0,0
eng_train_track_b_01356,eventually i fell asleep on the floor of her closet,0,1,0,1,0
eng_train_track_b_01357,the afterimage lit up green and orange against my eyelids,0,0,0,0,1
eng_train_track_b_01358,then it hit me,0,1,0,0,2
eng_train_track_b_01359,you don t understand,1,1,0,0,0
eng_train_track_b_01360,we went on rehearsing,0,0,1,0,0
eng_train_track_b_01361,yes johnson arch replied,0,0,0,0,1
eng_train_track_b_01362,the computer screen is really bright and it hurts my eyes,0,2,0,0,0
eng_train_track_b_01363,let s go back to the gym,0,0,1,0,0
eng_train_track_b_01364,that smell i said softly closing my eyes and feeling it rush over me as xavier smiled down at me and shook his head slightly,0,0,1,0,0
eng_train_track_b_01365,one roommate never showered end of the year garbage bags of trash were taken out from her suite,1,0,0,0,1
eng_train_track_b_01366,i never got any waffles either,1,0,0,1,0
eng_train_track_b_01367,this is my creepiest real story,0,3,0,0,1
eng_train_track_b_01368,silence echoed in my head,0,1,0,1,0
eng_train_track_b_01369,my eyes followed noting that there was just the two of us,0,0,0,0,0
eng_train_track_b_01370,clearly i need to get back on some technical trails and regain my footing there my ankles have been spoiled on the easy pavement this winter,0,0,1,0,0
eng_train_track_b_01371,and this charming gorgeous blonde struck up a conversation with me,0,0,2,0,1
eng_train_track_b_01372,it would be her first great grandchild,0,0,2,0,1
eng_train_track_b_01373,i just sat there panting and wiping tears and mucus off my face,0,1,0,2,0
eng_train_track_b_01374,now with my brain the way it is read fried i had quite a difficult time coming up with one for this week,0,1,0,1,0
eng_train_track_b_01375,i turned to take a good look at the pictures and my jaw almost bounced off the kitchen floor,0,1,1,0,2
eng_train_track_b_01376,bless his heart 3 warnings smoking swearing ridiculous spacing apologies i leaned thoughtfully against the brick wall outside of the studio feeling the cold rugged material of the stone press against my back through the black military blazer i wore as i took a drag from my cigarette,0,0,0,0,0
eng_train_track_b_01377,a pink blob thing on a corveyor belt it was really close and slowly went away from me because it was on a corveyor belt i heard some background noise and knew i wasnt hallucinating it someone was walking around in the kitchen so i took the ping pong balls off my eyes to not look crazy,0,2,0,0,2
eng_train_track_b_01378,the park is a small field the only way out is at one end with a small fence with a gate otherwise it s closed off,0,1,0,0,0
eng_train_track_b_01379,do you believe in our lord and savior,0,1,0,0,0
eng_train_track_b_01380,to top it all off my back started to sieze up possibly due to compensation habits and stress worrying about the issue,0,2,0,1,0
eng_train_track_b_01381,my brain screams at me as i force myself to sit on the toilet lid,1,2,0,1,0
eng_train_track_b_01382,the winner was announced i slunk outta there briskly striding the two point five blocks home inhaled vapour medication which is also miraculous and brushed my teeth,0,2,0,0,1
eng_train_track_b_01383,i sit there with my shotgun and wait,0,3,0,0,0
eng_train_track_b_01384,he had 4 inches and 40 pounds on me and i still won,0,0,3,0,1
eng_train_track_b_01385,i was kind of scared of them so my new knife sharpener came home with me last night and i sharpened all the knives i could lay my hands on,0,2,0,0,0
eng_train_track_b_01386,2k gone right there,2,1,0,2,1
eng_train_track_b_01387,he immeditely broke down in tears from it,0,0,0,3,0
eng_train_track_b_01388,why does my heart beat so fast when i see this one person,0,1,0,0,0
eng_train_track_b_01389,i get the shivers to this day,0,3,0,1,0
eng_train_track_b_01390,this morning after a cup of coffee i went upstairs to get dressed to go running with scout when something caught my eye on the armrest of my rocking chair,0,0,0,0,1
eng_train_track_b_01391,unfortunately this one did not end the same way ours ended,0,0,0,2,1
eng_train_track_b_01392,in my head i was like this is shit,2,1,0,0,0
eng_train_track_b_01393,we hit off immediately and became friends,0,0,3,0,0
eng_train_track_b_01394,it is a relief to be able to write about the things that go on in my head as well as the things that go on in my life on a daily basis,0,0,2,0,0
eng_train_track_b_01395,she was unhappily employed stripping at the time,1,1,0,2,0
eng_train_track_b_01396,the spark leaped through his body into mine and then out my hand to the cart,0,1,0,0,1
eng_train_track_b_01397,also excuse my writing it s late,0,0,0,0,0
eng_train_track_b_01398,unfortunately she had been sick and decided to leave early,0,0,0,2,0
eng_train_track_b_01399,things were great for awhile everything was perfect,0,0,3,0,0
eng_train_track_b_01400,i just broke up with a girl i had been dating for a pretty long while,0,1,0,3,0
eng_train_track_b_01401,well i stopped looking after two because i really didn t want to know and of course the natural progression of this examination is to move to the hair on my head which fared no better i am my father s daughter and i am going to be a dashing salt and pepper by the time i am 35,0,0,1,0,1
eng_train_track_b_01402,i watched her live her mid life raise her children and then grow old,0,0,1,1,0
eng_train_track_b_01403,he pulls out a switchblade and cuts the side of my mouth,2,3,0,2,0
eng_train_track_b_01404,several hours of that was enough to put me flat on my back so i took a nice long nap then just rested for the remainder of the day,0,1,0,0,0
eng_train_track_b_01405,she legged it back to house scared shitless,0,3,0,0,1
eng_train_track_b_01406,just stop it already,3,1,0,0,0
eng_train_track_b_01407,something went horribly wrong at the first one and i found my head empty my thoughts run away,0,2,0,2,0
eng_train_track_b_01408,maybe my nose is often runny but i can smell danger well enough,0,1,0,0,0
eng_train_track_b_01409,with a few hours of daylight i immediately hopped on my back after unpacking the car,0,0,2,0,0
eng_train_track_b_01410,she was super happy for m,0,0,3,0,0
eng_train_track_b_01411,it s too late,0,1,0,2,0
eng_train_track_b_01412,i thought that i was biting into something hard in my taco but it was my tooth,0,1,0,0,1
eng_train_track_b_01413,i remember waiting for him to fall down,1,1,0,0,0
eng_train_track_b_01414,my nose bled a lot for such a tiny thing,0,0,0,0,0
eng_train_track_b_01415,and it felt good when the little fat puppy clumsily crawled over my feet and licked my nails,0,0,2,0,0
eng_train_track_b_01416,i couldn t sleep last night for the adrenaline running through my veins,0,3,0,0,0
eng_train_track_b_01417,as it engulfs every fiber of muscle in my legs,0,1,0,0,0
eng_train_track_b_01418,so i just kept nodding my head and smiling,0,0,1,0,0
eng_train_track_b_01419,it made me feel weird like my stomach was tightening and i could feel that stupid blush again on the back of my neck and yet i couldn t look away i don t know how long i stood there staring into his eyes like that,0,2,0,0,1
eng_train_track_b_01420,i screamed the chest pain was so bad i clutched my chest,0,3,0,0,0
eng_train_track_b_01421,after we had finished eating some of us continued shopping or wandering around the shops and a number of times i was told to crouch down with my knees spread or bend over and had the jumper lifted,0,2,0,0,0
eng_train_track_b_01422,he was just plain gone into thin air,0,2,0,1,3
eng_train_track_b_01423,is going to die tonight,0,3,0,2,1
eng_train_track_b_01424,only damage done was scarring and a broken collar bone,0,1,0,1,0
eng_train_track_b_01425,then it suddenly stopped,0,2,0,0,2
eng_train_track_b_01426,wah my face all cringed up,0,0,0,1,0
eng_train_track_b_01427,i also dealt drugs cocaine methamphetamine mushrooms and marijuana,0,2,0,0,1
eng_train_track_b_01428,probably gonna get buried but,0,1,0,1,0
eng_train_track_b_01429,voice will occassionally change like in the movies,0,0,0,0,1
eng_train_track_b_01430,i was house sitting for my grandparents,0,0,0,0,0
eng_train_track_b_01431,i repeatedly thought i am not going there,1,3,0,0,0
eng_train_track_b_01432,she shows up drunk,1,1,0,1,1
eng_train_track_b_01433,i immediately realized what had happened and tried to cover it up by gasping,0,2,0,0,2
eng_train_track_b_01434,i then pushed myself up using my arms,0,0,0,0,0
eng_train_track_b_01435,already got one on my leg want another one on my left leg yeah my left leg my foot the back of my neck my hand want more,0,0,1,0,0
eng_train_track_b_01436,grandmother touches my hand,0,0,1,0,0
eng_train_track_b_01437,out of nowhere my belly started aching,0,1,0,0,1
eng_train_track_b_01438,my feet started taking a heavy beating and the sun was burning my whole body,0,2,0,1,0
eng_train_track_b_01439,one flew up and landed on my knee another kept trying to draw attention to himself by flying up just inches from my face,0,1,0,0,1
eng_train_track_b_01440,i have a little bit of time on my hands okay,0,0,1,0,0
eng_train_track_b_01441,my eyes relaxed and i relaxed for a while,0,0,1,0,0
eng_train_track_b_01442,enthusiastic and filled with hope i entered the voting booth that was so small i had to duck to get in and hit my head,0,0,1,0,1
eng_train_track_b_01443,i m pretty sure i know who you re talking about in this post,0,0,0,0,1
eng_train_track_b_01444,i was very sad for that snake who only died because i was too stupid to leave it alone,0,0,0,3,0
eng_train_track_b_01445,people curse at and even hit him,2,2,0,2,0
eng_train_track_b_01446,they were dancing to bolero,0,0,1,0,0
eng_train_track_b_01447,our classmate mark had passed away late last night in his sleep,0,1,0,3,1
eng_train_track_b_01448,he wasn t fucking with me either,2,0,0,0,0
eng_train_track_b_01449,one day we lost all contact,0,1,0,2,0
eng_train_track_b_01450,but for a brief moment my heart and mind started racing,0,1,0,0,0
eng_train_track_b_01451,and turns away falling back asleep,0,0,1,1,0
eng_train_track_b_01452,my jaw was pretty messed up for a month or so swollen couldnt eat without terrible pain,0,2,0,2,0
eng_train_track_b_01453,the object was shaped funny and broken at an odd fracture,0,1,0,0,1
eng_train_track_b_01454,however there is someone else who s trying to win my heart,0,1,1,0,0
eng_train_track_b_01455,the back half is dark and dense woods overgrown only one trail winding through,0,2,0,0,0
eng_train_track_b_01456,as long as it doesn t feel as though my throat and tongue are swelling then there s not much to worry about i guess,0,2,0,0,0
eng_train_track_b_01457,probably towed by now,0,1,0,0,0
eng_train_track_b_01458,i keep trying to keep my head up and not think about it,0,2,0,2,0
eng_train_track_b_01459,so what happens is we get there,0,0,0,0,0
eng_train_track_b_01460,alarms rang in my head,0,2,0,0,0
eng_train_track_b_01461,see i saw the movie trailer first and it looked interesting and yes i do have a bit of a crush on pattinson and in my head i made up my own story,0,0,1,0,0
eng_train_track_b_01462,in that instant this is what went through my brain,0,1,0,0,1
eng_train_track_b_01463,turns out this big lug was basically 90 heart 5 muscle 5 brain,0,0,1,0,1
eng_train_track_b_01464,i ve tried sewing pants and a skirt for vivian but both turned out too short so i m sending them to baby g i burned my fingers four times in two days,0,1,0,0,0
eng_train_track_b_01465,kinda freaky but it never struck me deep,0,1,0,1,1
eng_train_track_b_01466,i set off down the street walking with my head tilted slightly downwards hiding my face from view,0,2,0,1,0
eng_train_track_b_01467,let s hit it,0,0,2,0,0
eng_train_track_b_01468,i think however it sucked some of my brain cells out of my head,0,1,0,0,0
eng_train_track_b_01469,an obe is an out of body experience,0,0,0,0,1
eng_train_track_b_01470,then without warning they disperse,0,2,0,0,2
eng_train_track_b_01471,the black family behind me looked mortified,0,1,0,1,1
eng_train_track_b_01472,swerved the car so i would make it,0,3,0,0,1
eng_train_track_b_01473,im wasting my time doing nothing with my sister s e5700 hanging on my neck,0,1,0,0,0
eng_train_track_b_01474,and the turbulence and near death experiences i hurt my neck again too,0,3,0,1,0
eng_train_track_b_01475,but early in the morning say five or six they all fell asleep,0,0,0,0,0
eng_train_track_b_01476,comes home later that night to find the money gone,2,2,0,2,2
eng_train_track_b_01477,i get real scared now,0,3,0,0,0
eng_train_track_b_01478,i m positive that we ll never be able to communicate with them in their language,0,2,0,1,1
eng_train_track_b_01479,in my grandmother s home she blocked off the formal living room and dining room with baby gates to keep me and my siblings and cousins from getting in and breaking stuff like her good china and antique furniture,0,0,0,0,0
eng_train_track_b_01480,i rolled my eyes while following behind kathy then the voice from behind me sternly said are you talking to me,0,0,0,0,0
eng_train_track_b_01481,obviously there was no body but what they did find was quite surprising,0,0,0,0,3
eng_train_track_b_01482,it was several years later that i realized that i had probably narrowly avoided being molested kidnapped or worse,0,3,0,2,2
eng_train_track_b_01483,he s also obviously quite upset about something,0,1,0,2,0
eng_train_track_b_01484,mom asked us all to sit down and that s when my heart began to sink,0,1,0,1,0
eng_train_track_b_01485,i think i could ve laughed my head off that night except that i had to keep my head in place so i could laugh some more haha,0,0,3,0,0
eng_train_track_b_01486,i swallowed a piece of meat it sort of suctioned to the back of my throat,0,1,0,0,0
eng_train_track_b_01487,i never noticed before i have viewed this photo a hundred times that my hand looks like a blaquera,0,0,0,0,1
eng_train_track_b_01488,my feet were totally soaked through,0,1,0,1,0
eng_train_track_b_01489,all the while my foot throbbing,0,1,0,0,0
eng_train_track_b_01490,i couldn t get my feet undone so i just fell over,0,1,0,0,0
eng_train_track_b_01491,i ate a delicious sandwich on an everything bagel and one of the seeds got stuck in between my teeth,0,1,0,0,0
eng_train_track_b_01492,i got the results back on the 11th and my doctor said that she did not find anything wrong with my spine or back bone,0,0,1,0,0
eng_train_track_b_01493,closest analogy i could come up with,0,1,0,0,0
eng_train_track_b_01494,i nodded pulling my arms across my chest hoping that the rain obscured the tears that ran from my eyes,0,1,0,3,0
eng_train_track_b_01495,then all hell broke loose,1,3,0,0,2
eng_train_track_b_01496,youre not mad are you,0,1,0,0,0
eng_train_track_b_01497,let the masses who see my face start speaking my name in harsh tones and cast down eyes,2,2,0,2,1
eng_train_track_b_01498,my balls hurt so badly that i could barely even walk,0,2,0,1,0
eng_train_track_b_01499,i tried to get out of bed and as i did i immediately fell on the floor unable to get my legs underneath me,0,3,0,1,1
eng_train_track_b_01500,moved into a new office and being an internet company it was important the internet worked,0,1,1,0,0
eng_train_track_b_01501,she lifted my other hand to examine the pads of my fingers,0,0,0,0,0
eng_train_track_b_01502,like john and will,0,0,0,0,0
eng_train_track_b_01503,and my heart bleeds,0,1,0,3,0
eng_train_track_b_01504,the trouble seeps into my head in my body i m caught,0,2,0,2,0
eng_train_track_b_01505,from my bed you can see out my door which i leave open thanks to other experiences in my house and directly at my little brothers door i am reading a book and happen to glance out the door and i notice my little brother leave his room and walk into the bathroom,0,0,0,0,0
eng_train_track_b_01506,we met at dinner with mutual friends at a very fancy italian restaurant,0,0,1,0,0
eng_train_track_b_01507,a week after my grandmother s funeral i had another strange dream,0,1,0,2,1
eng_train_track_b_01508,you slid through me like a hot knife through butter under my skin and never gone yet,0,1,0,1,1
eng_train_track_b_01509,the owners have a light in their yard for security purposes but the light doesn t extend really far,0,0,0,0,1
eng_train_track_b_01510,i radioed to infinity,0,0,0,0,0
eng_train_track_b_01511,must be fall i m feeling in my bones,0,0,1,0,0
eng_train_track_b_01512,he was shaking the bed,0,2,0,0,0
eng_train_track_b_01513,i naively walked up and stuck my head in the driver s window hole,0,2,0,0,1
eng_train_track_b_01514,i realized i was now down to my last 20 pound note and some coins which i have yet to figure out so i decided to keep my eye open for an atm,0,1,0,0,0
eng_train_track_b_01515,i close my eyes,0,1,0,0,0
eng_train_track_b_01516,my legs were sore from yesterdays squats,0,0,0,1,0
eng_train_track_b_01517,i stomped my foot in anger,3,0,0,0,0
eng_train_track_b_01518,i had my hand on the side of my face when i was drawing and then i moved it and was like oh my god i m bleeding out my ears ahhhhh,0,3,0,0,2
eng_train_track_b_01519,scouts disguised as farts,0,0,1,0,1
eng_train_track_b_01520,i still remember this occasionally clear as day,0,0,1,1,1
eng_train_track_b_01521,i have obnoxious bug bite on my finger ugh probably from going on that trail,0,1,0,0,0
eng_train_track_b_01522,i had a difficult time reaching the target hr even in the lowest gear but i still got a really nice burn in my legs,0,0,1,0,0
eng_train_track_b_01523,we had hiked for about an hour through the shallow water and were looking for cool rocks and other things in the river,0,0,2,0,0
eng_train_track_b_01524,to this day the memory still brings chills,0,3,0,1,1
eng_train_track_b_01525,4 about 4 years old sitting on the couch in my basement eating an orange flavor ice,0,0,1,0,0
eng_train_track_b_01526,some work had been done on the driveway,0,0,0,0,0
eng_train_track_b_01527,i don t know why i ve been obsessing about this,0,2,0,1,0
eng_train_track_b_01528,i got to babysit my grandson but my back hurt the next day,0,0,1,1,0
eng_train_track_b_01529,i woke up one night and my heart was racing i shake away the drowsiness and started tracing for what i had dreamt about moments before,0,2,0,0,0
eng_train_track_b_01530,i was fully aware of the fact that once i began to freak out about the situation was when my spine began flaring up so i tried my hardest to get back into the zone i was in while i was at home,0,2,0,0,0
eng_train_track_b_01531,slow down so i don t stub my toe when i m running down the driveway to pick up my mail,0,1,0,0,0
eng_train_track_b_01532,have i just made my first ghost poo,0,1,1,0,2
eng_train_track_b_01533,we walked every aisle and i had so many ideas pop into my head,0,0,1,0,0
eng_train_track_b_01534,in the single worst moment of 21 5 years six martinis errupted from my mouth,0,2,0,2,0
eng_train_track_b_01535,i look down to check out the pool below and i see a small white sphere floating slowly along,0,1,0,0,2
eng_train_track_b_01536,as i walked down the steps i thought i felt eyes on my back,0,1,0,0,0
eng_train_track_b_01537,four hours had passed,0,0,0,0,0
eng_train_track_b_01538,i wrote down this bit about one of my earliest school memories as part of a writing exercise about memory as a tool and i ve been dying to share it as i think it s quite funny,0,0,3,0,0
eng_train_track_b_01539,my body is bruised my leg is cut and my ego is tarnished,1,2,0,3,0
eng_train_track_b_01540,my heart s finally starting to feel at peace and everything that used to feel wrong is suddenly starting to feel really right,0,0,3,0,0
eng_train_track_b_01541,between my legs,0,0,0,0,0
eng_train_track_b_01542,my throat hurts i have a headache and my ears are crackling,0,2,0,0,0
eng_train_track_b_01543,it was the day after my 20th birthday,0,0,0,0,0
eng_train_track_b_01544,despite that the city is called sin city the city of las vegas catches my eye the fact that my favorite movie is set in the city could be a main reason why,0,0,1,0,0
eng_train_track_b_01545,my back hurts my sinuses are full of fluid i have been suffering pretty bad depression since my folks were here this weekend and i am excited because i got new towels i am an old lady regardless of how long i have existed,0,1,1,2,0
eng_train_track_b_01546,pretty much everyone objected to my wedding,1,1,0,2,1
eng_train_track_b_01547,i stood up still violently too high and walked over to my friend who was still on the ground,0,2,0,1,0
eng_train_track_b_01548,so he went a lil faster keep in mind we never went really fast and i lost the tray hit my knee on the ground and tried to hang on until he stopped,0,1,0,1,1
eng_train_track_b_01549,how often has this been available in the past and i hadn t known and ended up with a kink in my neck,1,1,0,0,0
eng_train_track_b_01550,walking through the toilet aisle i decide to let a fart out and make the aisle smell,0,0,1,0,1
eng_train_track_b_01551,it was sweet but when i woke up it taste bitter got some tears in my eyes,0,0,0,2,0
eng_train_track_b_01552,grant you i still don t have total use of my shoulder and i have to use my left arm for certain things but it was wonderful to drive again,0,0,1,0,0
eng_train_track_b_01553,it was a this point i caught something out of the corner of my eye,0,0,0,0,1
eng_train_track_b_01554,it s two am and we pull up to what looks like a small house party,0,1,1,0,1
eng_train_track_b_01555,i shook my head put the car in gear and had to force myself to drive away,0,1,0,2,0
eng_train_track_b_01556,all those feelings which he had buried deep in his heart had now after hundreds of years risen up,0,0,0,1,0
eng_train_track_b_01557,the whole time relentless joy as though a smile was consistently on my face and even when it wasn t it still lay beneath the surface a laugh always ready to come out,0,0,3,0,0
eng_train_track_b_01558,i leaned my ear close and it stopped but only for a few seconds under the sink,0,1,0,0,0
eng_train_track_b_01559,a close friend set me up on a double date with her her boyfriend and the boyfriend s friend on valentine s day,0,1,1,0,1
eng_train_track_b_01560,murder is the better word,1,1,0,1,1
eng_train_track_b_01561,i had been flung on top of the bike and the handle bar was on my stomach,0,2,0,1,0
eng_train_track_b_01562,i found that when i changed my thoughts it changed my heart,0,0,1,0,0
eng_train_track_b_01563,i saw some of the girls staring but they didn t say anything well not to my face,0,0,0,0,0
eng_train_track_b_01564,i wore cologne to get the feeling right,0,0,1,0,0
eng_train_track_b_01565,i d never known a feeling so painful,0,2,0,3,0
eng_train_track_b_01566,i always wanted to see one,0,0,1,0,1
eng_train_track_b_01567,he breathed on my face nuzzled my hair with his nose and licked the top of my head,0,0,1,0,0
eng_train_track_b_01568,apparently my leg had fallen asleep and i didn t know it,0,1,0,0,0
eng_train_track_b_01569,then there are the scabs scratches and depressive scars all over my legs,0,2,0,3,0
eng_train_track_b_01570,tears spilled onto my cheeks and i let myself rest in the pain,0,1,0,3,0
eng_train_track_b_01571,tl dr the love of my life tried to kill me i killed her first,2,3,0,3,3
eng_train_track_b_01572,i was on a admittedly silly adrenaline rush,0,1,2,0,1
eng_train_track_b_01573,when i fell asleep in some strangers bedroom at some strangers party and some stangers held my arms my legs and never took no for an answer and there we were,3,3,0,3,0
eng_train_track_b_01574,probably going to get buried spooky as hell and very real,0,3,0,0,2
eng_train_track_b_01575,this made matters worse,1,1,0,1,0
eng_train_track_b_01576,i got on the pole and went down till i could reach the seint with my foot and i pulled it under me and i got in,0,1,0,0,0
eng_train_track_b_01577,he picked her up and put her in front of a mirror and said look look at you,0,0,1,0,1
eng_train_track_b_01578,that night around 2am she woke up to the sound of a woman screaming,0,3,0,1,2
eng_train_track_b_01579,i adjusted to the noise inside my head and in turn my inner need to analyze and obsess died out,0,1,2,0,0
eng_train_track_b_01580,he could not explain,0,2,0,1,1
eng_train_track_b_01581,echoing cruelly in my ears,1,2,0,2,0
eng_train_track_b_01582,i stopped moving bent down with my palm out and let the squirrel jump up on my arm and onto my shoulder,0,0,1,0,0
eng_train_track_b_01583,as i lay upon the table with my eyes closed awaiting a peaceful treatment she began to talk oh no,0,2,0,0,2
eng_train_track_b_01584,i blinked a few times and fought with myself to deny what i was seeing,0,2,0,1,2
eng_train_track_b_01585,all things considered a very saddening scary sobering scary day,0,3,0,2,0
eng_train_track_b_01586,when i first saw tangled on thanksgiving it ate my brain,0,0,2,0,1
eng_train_track_b_01587,i sit up my head hurts,0,1,0,1,0
eng_train_track_b_01588,i made sure to run my hand along the length of that wall knowing that brad pitt george clooney matt damon had stood there sad but true,0,0,1,1,0
eng_train_track_b_01589,i had no other option not with the way my heart started beating erratically at the mention of his name,0,3,0,0,1
eng_train_track_b_01590,the headwind down this piece of road was not good i had my head down not good for talking in as much oxygen as i could,0,1,0,0,0
eng_train_track_b_01591,so he should be eating the pizza i m stuffing into my face like a chipmunk i understand the impulse these days,0,0,1,0,0
eng_train_track_b_01592,i pretty much spent my whole entire new year s crying my eyes out,0,0,0,3,0
eng_train_track_b_01593,my ankles and front of shins felt stiff,0,1,0,0,0
eng_train_track_b_01594,my knuckles growing whiter and whiter my mind screaming at me that we should be out of here we should almost be home,1,2,0,0,0
eng_train_track_b_01595,sunday january 16 2011 dirty water stupid dirty water dripped in my eye on friday until yesterday i woke up my both eyes red,1,1,0,1,0
eng_train_track_b_01596,that infuriated me so much as i was frazzled out of my head so much already,2,1,0,1,0
